Название,Цена,Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м.),Сотки,Дата,Просмотрено
Отдельный дом · 7 комнат · 150 м² · 12 сот.,86999999,Алматы,Бостандыкский,2007.0,7,150.0,12,23 нояб.,589
Отдельный дом · 6 комнат · 430 м² · 11 сот.,130000000,Алматы,Наурызбайский,2011.0,6,430.0,11,23 нояб.,131
Отдельный дом · 5 комнат · 131 м² · 3 сот.,67000000,Алматы,Медеуский,2022.0,5,131.0,3,23 нояб.,503
Часть дома · 3 комнаты · 65 м² · 3 сот.,26999999,Алматы,,1957.0,3,65.0,3,23 нояб.,38
Отдельный дом · 2 комнаты · 55.6 м² · 10 сот.,83500000,Алматы,,,2,55.6,10,23 нояб.,5770
Отдельный дом · 5 комнат · 262 м² · 20 сот.,120000000,Алматы,,2020.0,5,262.0,20,23 нояб.,39
Отдельный дом · 5 комнат · 230 м² · 15 сот.,250000000,Алматы,,2015.0,5,230.0,15,23 нояб.,995
Отдельный дом · 5 комнат · 144.8 м² · 3.2 сот.,37990000,Алматы,,2017.0,5,144.8,3.2,23 нояб.,26444
Отдельный дом · 5 комнат · 160 м² · 8 сот.,77500000,Алматы,,2005.0,5,160.0,8,23 нояб.,927
Часть дома · 3 комнаты · 110 м² · 2 сот.,35000000,Алматы,Жетысуский,2014.0,3,110.0,2,23 нояб.,1754
Часть дома · 2 комнаты · 36 м² · 4 сот.,29500000,Алматы,,1961.0,2,36.0,4,23 нояб.,1844
Отдельный дом · 7 комнат · 1000 м² · 24 сот.,900000000,Алматы,,2014.0,7,1000.0,24,23 нояб.,1520
Часть дома · 5 комнат · 242 м² · 8 сот.,110000000,Алматы,,1995.0,5,242.0,8,23 нояб.,532
Отдельный дом · 6 комнат · 453 м² · 16 сот.,287000000,Алматы,Бостандыкский,2014.0,6,453.0,16,23 нояб.,144
Отдельный дом · 4 комнаты · 75 м² · 6 сот.,32000000,Алматы,,2007.0,4,75.0,6,23 нояб.,864
Отдельный дом · 5 комнат · 166 м² · 6 сот.,45000000,Алматы,,2024.0,5,166.0,6,23 нояб.,3040
Отдельный дом · 6 комнат · 150.2 м² · 6 сот.,69000000,Алматы,,2012.0,6,150.2,6,23 нояб.,2933
Отдельный дом · 4 комнаты · 107 м² · 10 сот.,35900000,Алматы,,1972.0,4,107.0,10,23 нояб.,12713
Отдельный дом · 3 комнаты · 104.2 м² · 7 сот.,46990000,Алматы,,,3,104.2,7,23 нояб.,7409
Отдельный дом · 10 комнат · 300 м² · 4 сот.,40000000,Алматы,,2023.0,10,300.0,4,23 нояб.,4565
Отдельный дом · 4 комнаты · 134 м² · 8 сот.,37000000,Алматы,,2016.0,4,134.0,8,23 нояб.,6246
Отдельный дом · 4 комнаты · 250 м² · 13.7 сот.,155000000,Алматы,,1993.0,4,250.0,13.7,23 нояб.,587
Часть дома · 3 комнаты · 64 м² · 3 сот.,21500000,Алматы,,1961.0,3,64.0,3,23 нояб.,1585
Отдельный дом · 6 комнат · 300 м² · 8.2 сот.,154999000,Алматы,,2022.0,6,300.0,8.2,23 нояб.,336
Отдельный дом · 4 комнаты · 64 м² · 6.7 сот.,23000000,Алматы,,1946.0,4,64.0,6.7,23 нояб.,12778
Отдельный дом · 7 комнат · 252 м² · 10 сот.,96450000,Алматы,,2002.0,7,252.0,10,23 нояб.,9859
Отдельный дом · 6 комнат · 470 м² · 10 сот.,766111111,Алматы,,2005.0,6,470.0,10,23 нояб.,1337
Отдельный дом · 6 комнат · 150 м² · 3 сот.,100000000,Алматы,,2023.0,6,150.0,3,23 нояб.,1493
Часть дома · 2 комнаты · 55 м² · 4.5 сот.,31000000,Алматы,,1968.0,2,55.0,4.5,23 нояб.,381
Отдельный дом · 3 комнаты · 92.6 м² · 4.7 сот.,70000000,Алматы,,2015.0,3,92.6,4.7,23 нояб.,2362
Отдельный дом · 4 комнаты · 140 м² · 100 сот.,38000000,Алматы,,,4,140.0,100,23 нояб.,1588
Отдельный дом · 4 комнаты · 111.7 м² · 7.28 сот.,37500000,Алматы,,2004.0,4,111.7,7.28,23 нояб.,1601
Отдельный дом · 7 комнат · 300 м² · 3 сот.,147000000,Алматы,,2014.0,7,300.0,3,23 нояб.,3225
Отдельный дом · 6 комнат · 306 м² · 10.4 сот.,230000000,Алматы,,2018.0,6,306.0,10.4,23 нояб.,197
Отдельный дом · 8 комнат · 750 м² · 6 сот.,449999999,Алматы,,2010.0,8,750.0,6,23 нояб.,455
Отдельный дом · 4 комнаты · 179 м² · 6 сот.,51000000,Алматы,,1974.0,4,179.0,6,23 нояб.,749
Отдельный дом · 7 комнат · 226 м² · 12 сот.,70000000,Алматы,Алатауский,1998.0,7,226.0,12,23 нояб.,425
Отдельный дом · 7 комнат · 207.8 м² · 6.66 сот.,78000000,Алматы,Алатауский,2020.0,7,207.8,6.66,23 нояб.,140
Отдельный дом · 5 комнат · 120 м² · 3.42 сот.,58000000,Алматы,Жетысуский,2006.0,5,120.0,3.42,23 нояб.,967
Отдельный дом · 5 комнат · 180 м² · 6 сот.,126000000,Алматы,,,5,180.0,6,23 нояб.,521
Отдельный дом · 7 комнат · 300 м² · 11 сот.,125000000,Алматы,Алатауский,2019.0,7,300.0,11,23 нояб.,479
Отдельный дом · 4 комнаты · 145 м² · 6 сот.,87000000,Алматы,,2021.0,4,145.0,6,23 нояб.,340
Отдельный дом · 6 комнат · 350 м² · 8 сот.,120000000,Алматы,,2012.0,6,350.0,8,23 нояб.,4324
Отдельный дом · 3 комнаты · 69.1 м² · 1.5 сот.,31000000,Алматы,,1969.0,3,69.1,1.5,23 нояб.,262
Дача · 3 комнаты · 30 м² · 12 сот.,15000000,Алматы,,,3,30.0,12,23 нояб.,5865
Отдельный дом · 10 комнат · 530 м² · 7 сот.,230000000,Алматы,,2022.0,10,530.0,7,23 нояб.,3124
Отдельный дом · 3 комнаты · 67 м² · 4 сот.,24000000,Алматы,,1987.0,3,67.0,4,23 нояб.,1298
Отдельный дом · 4 комнаты · 144 м² · 5 сот.,55000000,Алматы,,2022.0,4,144.0,5,23 нояб.,15333
Отдельный дом · 5 комнат · 410 м² · 6 сот.,225000000,Алматы,,2023.0,5,410.0,6,23 нояб.,6383
Отдельный дом · 8 комнат · 488.7 м² · 7 сот.,310000000,Алматы,,2014.0,8,488.7,7,23 нояб.,3714
Отдельный дом · 3 комнаты · 45 м² · 5.5 сот.,40000000,Алматы,,,3,45.0,5.5,23 нояб.,117
Отдельный дом · 5 комнат · 328 м² · 17 сот.,220000000,Алматы,,2020.0,5,328.0,17,23 нояб.,45
Отдельный дом · 6 комнат · 140 м² · 8 сот.,85000000,Алматы,,2009.0,6,140.0,8,23 нояб.,1748
Отдельный дом · 5 комнат · 320 м² · 8 сот.,80000000,Алматы,,2003.0,5,320.0,8,23 нояб.,19
Отдельный дом · 4 комнаты · 363 м² · 8 сот.,260000000,Алматы,,2013.0,4,363.0,8,23 нояб.,485
Отдельный дом · 10 комнат · 514 м² · 30 сот.,560000000,Алматы,,2016.0,10,514.0,30,23 нояб.,1467
Отдельный дом · 5 комнат · 261 м² · 6 сот.,150000000,Алматы,,2000.0,5,261.0,6,23 нояб.,1119
Отдельный дом · 6 комнат · 270 м² · 5 сот.,225000000,Алматы,,2022.0,6,270.0,5,23 нояб.,4106
Отдельный дом · 4 комнаты · 77 м² · 9.8 сот.,45000000,Алматы,,,4,77.0,9.8,23 нояб.,573
Отдельный дом · 6 комнат · 460 м² · 8 сот.,150000000,Алматы,,2007.0,6,460.0,8,23 нояб.,5192
Отдельный дом · 4 комнаты · 102 м² · 7 сот.,60000000,Алматы,,2000.0,4,102.0,7,23 нояб.,4821
Отдельный дом · 8 комнат · 530 м² · 7 сот.,230000000,Алматы,Медеуский,2022.0,8,530.0,7,23 нояб.,3715
Отдельный дом · 7 комнат · 240 м² · 8 сот.,105000000,Алматы,,2008.0,7,240.0,8,23 нояб.,1210
Отдельный дом · 4 комнаты · 160.4 м² · 6 сот.,140000000,Алматы,,,4,160.4,6,23 нояб.,55
Отдельный дом · 3 комнаты · 79 м² · 1.3 сот.,26000000,Алматы,Жетысуский,2008.0,3,79.0,1.3,23 нояб.,803
Часть дома · 4 комнаты · 104 м² · 2.25 сот.,65900000,Алматы,,1973.0,4,104.0,2.25,23 нояб.,727
Отдельный дом · 3 комнаты · 252 м² · 8.6 сот.,48000000,Алматы,,2017.0,3,252.0,8.6,23 нояб.,1327
Отдельный дом · 8 комнат · 503.7 м² · 10 сот.,250000000,Алматы,,2011.0,8,503.7,10,23 нояб.,2924
Отдельный дом · 5 комнат · 210 м² · 11 сот.,60000000,Алматы,,2023.0,5,210.0,11,23 нояб.,26
Отдельный дом · 4 комнаты · 130 м² · 10 сот.,55000000,Алматы,,2003.0,4,130.0,10,23 нояб.,1079
Отдельный дом · 4 комнаты · 90.3 м² · 6.55 сот.,70000000,Алматы,,1960.0,4,90.3,6.55,23 нояб.,37
Часть дома · 3 комнаты · 56 м² · 4 сот.,28000000,Алматы,,,3,56.0,4,23 нояб.,823
Часть дома · 6 комнат · 126.9 м² · 1.76 сот.,30500000,Алматы,,1991.0,6,126.9,1.76,23 нояб.,6272
Дача · 2 комнаты · 51 м² · 600 сот.,15000000,Алматы,,2024.0,2,51.0,600,23 нояб.,13
Отдельный дом · 6 комнат · 450 м² · 9 сот.,158000000,Алматы,,,6,450.0,9,23 нояб.,205
Отдельный дом · 2 комнаты · 40 м² · 8 сот.,41000000,Алматы,,2017.0,2,40.0,8,23 нояб.,2220
Часть дома · 8 комнат · 60 м² · 4.38 сот.,25000000,Алматы,,2001.0,8,60.0,4.38,23 нояб.,666
Отдельный дом · 5 комнат · 120 м² · 8.3 сот.,69000000,Алматы,,2006.0,5,120.0,8.3,23 нояб.,83
Отдельный дом · 7 комнат · 250 м² · 16 сот.,95000000,Алматы,,2017.0,7,250.0,16,23 нояб.,14062
Отдельный дом · 8 комнат · 514 м² · 8 сот.,240000000,Алматы,,2007.0,8,514.0,8,23 нояб.,264
Отдельный дом · 4 комнаты · 95 м² · 4 сот.,50000000,Алматы,,1969.0,4,95.0,4,23 нояб.,168
Отдельный дом · 6 комнат · 280 м² · 4.12 сот.,145000000,Алматы,,2022.0,6,280.0,4.12,23 нояб.,353
Часть дома · 3 комнаты · 85 м² · 3 сот.,36000000,Алматы,,2004.0,3,85.0,3,23 нояб.,12
Отдельный дом · 8 комнат · 486.3 м² · 9 сот.,340000000,Алматы,,2005.0,8,486.3,9,23 нояб.,227
Отдельный дом · 9 комнат · 252 м² · 8 сот.,100000000,Алматы,,2011.0,9,252.0,8,23 нояб.,1135
Отдельный дом · 5 комнат · 182 м² · 6 сот.,135000000,Алматы,,2024.0,5,182.0,6,23 нояб.,765
Отдельный дом · 4 комнаты · 63 м² · 8 сот.,24000000,Алматы,,2006.0,4,63.0,8,23 нояб.,540
Отдельный дом · 3 комнаты · 35 м² · 6 сот.,4000000,Алматы,,,3,35.0,6,23 нояб.,445
Отдельный дом · 8 комнат · 365 м² · 10 сот.,135000000,Алматы,,2007.0,8,365.0,10,23 нояб.,3409
Часть дома · 5 комнат · 80 м² · 4 сот.,23000000,Алматы,,2000.0,5,80.0,4,23 нояб.,25548
Отдельный дом · 5 комнат · 205.3 м² · 15 сот.,62000000,Алматы,,2005.0,5,205.3,15,23 нояб.,4373
Отдельный дом · 4 комнаты · 110 м² · 10 сот.,45000000,Алматы,,,4,110.0,10,23 нояб.,9
Отдельный дом · 4 комнаты · 350 м² · 5 сот.,128000000,Алматы,,2010.0,4,350.0,5,23 нояб.,8
Отдельный дом · 4 комнаты · 130 м² · 9.9 сот.,78000000,Алматы,,2006.0,4,130.0,9.9,23 нояб.,7791
Часть дома · 3 комнаты · 85 м² · 4 сот.,30000000,Алматы,,,3,85.0,4,23 нояб.,17313
Отдельный дом · 5 комнат · 230 м² · 7.2 сот.,120000000,Алматы,,2011.0,5,230.0,7.2,23 нояб.,401
Отдельный дом · 7 комнат · 200 м² · 4 сот.,59999999,Алматы,,2007.0,7,200.0,4,23 нояб.,3290
Часть дома · 3 комнаты · 50 м² · 1 сот.,24000000,Алматы,,1959.0,3,50.0,1,23 нояб.,178
Отдельный дом · 4 комнаты · 115.4 м² · 4 сот.,50000000,Алматы,,1960.0,4,115.4,4,23 нояб.,5017
Часть дома · 3 комнаты · 40 м² · 1.5 сот.,23000000,Алматы,,,3,40.0,1.5,23 нояб.,7
Часть дома · 2 комнаты · 43 м² · 3.8 сот.,40000000,Алматы,,,2,43.0,3.8,23 нояб.,889
Отдельный дом · 4 комнаты · 80 м² · 5.8 сот.,60000000,Алматы,,1960.0,4,80.0,5.8,23 нояб.,62
Часть дома · 3 комнаты · 73 м² · 2.75 сот.,25000000,Алматы,,2023.0,3,73.0,2.75,23 нояб.,4030
Отдельный дом · 5 комнат · 420 м² · 10 сот.,225000000,Алматы,,2006.0,5,420.0,10,23 нояб.,2382
Отдельный дом · 5 комнат · 200 м² · 6 сот.,75000000,Алматы,,2010.0,5,200.0,6,23 нояб.,471
Отдельный дом · 4 комнаты · 82.3 м² · 1 сот.,30000000,Алматы,,,4,82.3,1,23 нояб.,6474
Дача · 3 комнаты · 36 м² · 10 сот.,30000000,Алматы,,1995.0,3,36.0,10,23 нояб.,100
Отдельный дом · 3 комнаты · 75 м² · 6 сот.,40000000,Алматы,,,3,75.0,6,23 нояб.,72
Отдельный дом · 12 комнат · 240 м² · 10.6 сот.,450000000,Алматы,,1975.0,12,240.0,10.6,23 нояб.,364
Дача · 3 комнаты · 70 м² · 12 сот.,15000000,Алматы,,,3,70.0,12,23 нояб.,1356
Отдельный дом · 14 комнат · 460 м² · 6 сот.,200000000,Алматы,,2016.0,14,460.0,6,23 нояб.,1097
Часть дома · 2 комнаты · 82 м² · 3.52 сот.,43000000,Алматы,,2000.0,2,82.0,3.52,23 нояб.,5567
Отдельный дом · 5 комнат · 170 м² · 4.4 сот.,84500000,Алматы,,2014.0,5,170.0,4.4,23 нояб.,1283
Отдельный дом · 5 комнат · 120 м² · 8.8 сот.,80000000,Алматы,,2000.0,5,120.0,8.8,23 нояб.,252
Отдельный дом · 4 комнаты · 110 м² · 400 сот.,60000000,Алматы,,2002.0,4,110.0,400,23 нояб.,251
Часть дома · 4 комнаты · 90 м² · 5 сот.,35000000,Алматы,,1956.0,4,90.0,5,23 нояб.,456
Часть дома · 5 комнат · 87 м² · 4 сот.,30000000,Алматы,,1988.0,5,87.0,4,23 нояб.,3
Отдельный дом · 7 комнат · 320 м² · 8 сот.,140000000,Алматы,,2022.0,7,320.0,8,23 нояб.,1116
Отдельный дом · 4 комнаты · 54 м² · 4 сот.,18000000,Алматы,,,4,54.0,4,23 нояб.,1729
Отдельный дом · 6 комнат · 248 м² · 8 сот.,126000000,Алматы,,1997.0,6,248.0,8,23 нояб.,605
Часть дома · 3 комнаты · 52 м² · 3.6 сот.,23000000,Алматы,,1960.0,3,52.0,3.6,23 нояб.,1871
Отдельный дом · 4 комнаты · 320 м² · 7.6 сот.,277000000,Алматы,,2022.0,4,320.0,7.6,23 нояб.,451
Часть дома · 3 комнаты · 80 м² · 6 сот.,31900000,Алматы,,1980.0,3,80.0,6,23 нояб.,109
Часть дома · 2 комнаты · 35 м² · 1 сот.,12000000,Алматы,,1990.0,2,35.0,1,23 нояб.,14553
