Название,Цена(тенге),Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м),Этаж,Дата,Просмотрено
1-комнатная квартира · 33.4 м² · 3/9 этаж,22500000,Алматы,,2021.0,1,33.4,3.0,23 нояб.,2
4-комнатная квартира · 192 м²,115000000,Алматы,Бостандыкский,2019.0,4,192.0,,23 нояб.,288
1-комнатная квартира · 47 м² · 12/12 этаж,34500000,Алматы,,2016.0,1,47.0,12.0,23 нояб.,129
3-комнатная квартира · 90 м² · 5/5 этаж,59000000,Алматы,,1986.0,3,90.0,5.0,23 нояб.,158
2-комнатная квартира · 55.8 м²,19906500,Отеген батыр,,2024.0,2,55.8,,24 нояб.,14873
2-комнатная квартира · 57.55 м²,23020000,Коксай (Путь Ильича),,2025.0,2,57.55,,24 нояб.,7508
2-комнатная квартира · 76.29 м²,59506200,Алматы,,2024.0,2,76.29,,23 нояб.,11825
2-комнатная квартира · 44.3 м² · 5/5 этаж,18500000,Алматы,,1984.0,2,44.3,5.0,23 нояб.,8
3-комнатная квартира · 70 м² · 2/5 этаж,39000000,Алматы,,1995.0,3,70.0,2.0,23 нояб.,159
3-комнатная квартира · 70.63 м²,33196100,Алматы,,2025.0,3,70.63,,23 нояб.,6341
1-комнатная квартира · 38.2 м² · 10/13 этаж,25000000,Алматы,,2023.0,1,38.2,10.0,23 нояб.,85
1-комнатная квартира · 41.94 м² · 1/13 этаж,25000000,Алматы,,2024.0,1,41.94,1.0,23 нояб.,72
1-комнатная квартира · 46 м² · 8/10 этаж,23500000,Алматы,,2019.0,1,46.0,8.0,23 нояб.,120
3-комнатная квартира · 139 м²,87570000,Алматы,,2022.0,3,139.0,,23 нояб.,15822
3-комнатная квартира · 85 м² · 1/9 этаж,43000000,Алматы,,2010.0,3,85.0,1.0,23 нояб.,4277
3-комнатная квартира · 150.7 м² · 4/9 этаж,108000000,Алматы,,1996.0,3,150.7,4.0,23 нояб.,3429
3-комнатная квартира · 73.1 м² · 3/5 этаж,58500000,Алматы,,1994.0,3,73.1,3.0,23 нояб.,2439
3-комнатная квартира · 64.4 м² · 8/9 этаж,55000000,Алматы,,1979.0,3,64.4,8.0,23 нояб.,738
2-комнатная квартира · 55 м² · 3/3 этаж,38000000,Алматы,,1979.0,2,55.0,3.0,23 нояб.,914
2-комнатная квартира · 46.6 м² · 4/13 этаж,54000000,Алматы,,2018.0,2,46.6,4.0,23 нояб.,3552
2-комнатная квартира · 63 м² · 15/16 этаж,63000000,Алматы,,2024.0,2,63.0,15.0,23 нояб.,7
1-комнатная квартира · 47 м² · 8/13 этаж,26900000,Алматы,,2024.0,1,47.0,8.0,23 нояб.,272
3-комнатная квартира · 73.4 м² · 12/12 этаж,37600000,Алматы,,2020.0,3,73.4,12.0,23 нояб.,289
2-комнатная квартира · 70.1 м² · 1/3 этаж,70000000,Алматы,,2024.0,2,70.1,1.0,23 нояб.,964
2-комнатная квартира · 50.5 м² · 3/3 этаж,29000000,Алматы,,1979.0,2,50.5,3.0,23 нояб.,197
2-комнатная квартира · 46 м² · 1/4 этаж,30500000,Алматы,,1972.0,2,46.0,1.0,23 нояб.,234
2-комнатная квартира · 48 м² · 1/5 этаж,25000000,Алматы,,2018.0,2,48.0,1.0,23 нояб.,195
2-комнатная квартира · 63.6 м² · 9/9 этаж,29000000,Алматы,,2017.0,2,63.6,9.0,23 нояб.,174
1-комнатная квартира · 50.5 м² · 2/5 этаж,28900000,Алматы,Турксибский,2023.0,1,50.5,2.0,23 нояб.,141
3-комнатная квартира · 78 м² · 7/12 этаж,78500000,Алматы,,2021.0,3,78.0,7.0,23 нояб.,96
2-комнатная квартира · 70 м² · 9/10 этаж,38000000,Алматы,,2023.0,2,70.0,9.0,23 нояб.,38
3-комнатная квартира · 64 м² · 10/10 этаж,34000000,Алматы,,2022.0,3,64.0,10.0,23 нояб.,91
2-комнатная квартира · 55 м² · 3/4 этаж,67000000,Алматы,,2022.0,2,55.0,3.0,23 нояб.,195
3-комнатная квартира · 75 м² · 8/9 этаж,39500000,Алматы,,2018.0,3,75.0,8.0,23 нояб.,43
3-комнатная квартира · 75 м² · 4/13 этаж,120000000,Алматы,Медеуский,2022.0,3,75.0,4.0,24 нояб.,172
3-комнатная квартира · 121.55 м²,188402500,Алматы,,2024.0,3,121.55,,23 нояб.,2617
2-комнатная квартира · 62 м² · 7/9 этаж,32700000,Алматы,,2011.0,2,62.0,7.0,23 нояб.,171
3-комнатная квартира · 150 м² · 12/22 этаж,120000000,Алматы,Бостандыкский,2009.0,3,150.0,12.0,23 нояб.,88
2-комнатная квартира · 58.6 м² · 9/12 этаж,32500000,Алматы,Алатауский,2017.0,2,58.6,9.0,23 нояб.,76
1-комнатная квартира · 33 м² · 3/10 этаж,19000000,Алматы,,2024.0,1,33.0,3.0,23 нояб.,197
3-комнатная квартира · 105.16 м²,79921600,Алматы,,2024.0,3,105.16,,23 нояб.,12929
3-комнатная квартира · 137 м²,86310000,Алматы,,2022.0,3,137.0,,23 нояб.,16287
2-комнатная квартира · 60 м² · 4/12 этаж,37000000,Алматы,,2019.0,2,60.0,4.0,23 нояб.,1431
2-комнатная квартира · 50 м² · 5 этаж,53000000,Алматы,,2024.0,2,50.0,5.0,23 нояб.,492
1-комнатная квартира · 37 м² · 5/5 этаж,29500000,Алматы,,1979.0,1,37.0,5.0,23 нояб.,2084
3-комнатная квартира · 84 м² · 4/9 этаж,74700000,Алматы,,2016.0,3,84.0,4.0,23 нояб.,509
2-комнатная квартира · 55 м² · 6/12 этаж,24900000,Алматы,,2024.0,2,55.0,6.0,23 нояб.,5398
2-комнатная квартира · 52.3 м² · 7 этаж,55500000,Алматы,,1989.0,2,52.3,7.0,23 нояб.,50
2-комнатная квартира · 52.6 м² · 3 этаж,43000000,Алматы,,1974.0,2,52.6,3.0,23 нояб.,3
2-комнатная квартира · 77.5 м² · 5/9 этаж,50000000,Алматы,,2014.0,2,77.5,5.0,23 нояб.,142
2-комнатная квартира · 44.9 м² · 2/4 этаж,33000000,Алматы,,1969.0,2,44.9,2.0,23 нояб.,3
2-комнатная квартира · 58 м² · 5/5 этаж,23000000,Алматы,Алатауский,2023.0,2,58.0,5.0,24 нояб.,132
1-комнатная квартира · 46.64 м² · 13/13 этаж,24000000,Алматы,,2024.0,1,46.64,13.0,23 нояб.,184
3-комнатная квартира · 94.1 м²,56930500,Алматы,,2025.0,3,94.1,,23 нояб.,9962
4-комнатная квартира · 75 м² · 4/5 этаж,80000000,Алматы,,1975.0,4,75.0,4.0,23 нояб.,139
1-комнатная квартира · 46 м² · 6/13 этаж,25500000,Алматы,,2024.0,1,46.0,6.0,23 нояб.,124
2-комнатная квартира · 40 м² · 7/12 этаж,41500000,Алматы,,2019.0,2,40.0,7.0,23 нояб.,6
2-комнатная квартира · 69 м² · 1/4 этаж,36000000,Алматы,,2015.0,2,69.0,1.0,23 нояб.,264
6-комнатная квартира · 261.69 м² · 1/3 этаж,125000000,Алматы,,2023.0,6,261.69,1.0,23 нояб.,190
3-комнатная квартира · 76 м² · 7/9 этаж,42000000,Алматы,,2013.0,3,76.0,7.0,23 нояб.,56
1-комнатная квартира · 53.73 м² · 3/3 этаж,40000000,Алматы,,2023.0,1,53.73,3.0,23 нояб.,260
1-комнатная квартира · 39.9 м² · 4/13 этаж,27700000,Алматы,,2022.0,1,39.9,4.0,23 нояб.,230
3-комнатная квартира · 97 м² · 8/12 этаж,110000000,Алматы,,2018.0,3,97.0,8.0,23 нояб.,276
3-комнатная квартира · 82.1 м² · 5 этаж,41000000,Алматы,,2024.0,3,82.1,5.0,23 нояб.,149
2-комнатная квартира · 60.2 м² · 5/6 этаж,58000000,Алматы,,1976.0,2,60.2,5.0,23 нояб.,590
4-комнатная квартира · 106.17 м²,44591400,Алматы,,2025.0,4,106.17,,24 нояб.,6454
3-комнатная квартира · 66.25 м²,37762500,Алматы,,2024.0,3,66.25,,23 нояб.,39258
2-комнатная квартира · 56 м² · 4/17 этаж,46800000,Алматы,,2023.0,2,56.0,4.0,23 нояб.,3
3-комнатная квартира · 70.2 м² · 1/5 этаж,54000000,Алматы,,1991.0,3,70.2,1.0,23 нояб.,1
1-комнатная квартира · 35 м² · 1/3 этаж,21000000,Алматы,,2021.0,1,35.0,1.0,23 нояб.,284
3-комнатная квартира · 58 м² · 10/13 этаж,39500000,Алматы,,2021.0,3,58.0,10.0,23 нояб.,236
1-комнатная квартира · 43.88 м² · 3/9 этаж,18900000,Алматы,,2024.0,1,43.88,3.0,23 нояб.,212
3-комнатная квартира · 122 м² · 4/11 этаж,72000000,Алматы,,2010.0,3,122.0,4.0,23 нояб.,233
2-комнатная квартира · 53 м² · 4/5 этаж,30000000,Алматы,,1983.0,2,53.0,4.0,23 нояб.,1350
1-комнатная квартира · 35.3 м² · 2/5 этаж,34000000,Алматы,,1981.0,1,35.3,2.0,23 нояб.,276
2-комнатная квартира · 59 м² · 3/5 этаж,38000000,Алматы,,1988.0,2,59.0,3.0,23 нояб.,9627
3-комнатная квартира · 97.2 м² · 6/6 этаж,77000000,Алматы,,1974.0,3,97.2,6.0,23 нояб.,12643
3-комнатная квартира · 75 м² · 15/17 этаж,60000000,Алматы,,2021.0,3,75.0,15.0,23 нояб.,2670
3-комнатная квартира · 85 м² · 1/7 этаж,75000000,Алматы,,1994.0,3,85.0,1.0,23 нояб.,3359
2-комнатная квартира · 46 м² · 4/5 этаж,25000000,Алматы,,2019.0,2,46.0,4.0,23 нояб.,1
1-комнатная квартира · 41 м² · 4/12 этаж,43000000,Алматы,,2020.0,1,41.0,4.0,23 нояб.,665
3-комнатная квартира · 121 м² · 2/3 этаж,120000000,Алматы,,2019.0,3,121.0,2.0,23 нояб.,338
3-комнатная квартира · 71.5 м² · 2/5 этаж,38000000,Алматы,,1990.0,3,71.5,2.0,23 нояб.,146
2-комнатная квартира · 58.2 м² · 8/12 этаж,35500000,Алматы,,2020.0,2,58.2,8.0,23 нояб.,241
2-комнатная квартира · 80.44 м²,156858000,Алматы,,2024.0,2,80.44,,24 нояб.,2870
2-комнатная квартира · 46.82 м² · 1/12 этаж,26000000,Алматы,,2024.0,2,46.82,1.0,23 нояб.,138
1-комнатная квартира · 40.58 м² · 2/10 этаж,17400000,Алматы,Наурызбайский,2024.0,1,40.58,2.0,23 нояб.,5
2-комнатная квартира · 64 м² · 6/9 этаж,28000000,Алматы,,2013.0,2,64.0,6.0,23 нояб.,245
2-комнатная квартира · 63.1 м² · 11/15 этаж,55000000,Алматы,Алмалинский,2022.0,2,63.1,11.0,23 нояб.,171
2-комнатная квартира · 45 м² · 13/17 этаж,47000000,Алматы,,2022.0,2,45.0,13.0,23 нояб.,213
1-комнатная квартира · 39 м² · 8/9 этаж,23000000,Алматы,,2022.0,1,39.0,8.0,23 нояб.,174
3-комнатная квартира · 107 м² · 6/17 этаж,96000000,Алматы,,2015.0,3,107.0,6.0,23 нояб.,2
3-комнатная квартира · 105 м² · 12/17 этаж,83000000,Алматы,Бостандыкский,2023.0,3,105.0,12.0,23 нояб.,224
2-комнатная квартира · 44.7 м² · 5/5 этаж,42500000,Алматы,,1976.0,2,44.7,5.0,23 нояб.,221
3-комнатная квартира · 90.8 м² · 7/16 этаж,80000000,Алматы,,2023.0,3,90.8,7.0,23 нояб.,204
2-комнатная квартира · 63 м² · 1/13 этаж,32500000,Алматы,,2024.0,2,63.0,1.0,23 нояб.,157
3-комнатная квартира · 104.98 м²,151700000,Алматы,,2023.0,3,104.98,,23 нояб.,11119
2-комнатная квартира · 68.7 м² · 2/4 этаж,47000000,Алматы,,2024.0,2,68.7,2.0,23 нояб.,270
2-комнатная квартира · 75.1 м² · 4/12 этаж,61800000,Алматы,,2023.0,2,75.1,4.0,23 нояб.,107
2-комнатная квартира · 56.4 м² · 5/6 этаж,34000000,Алматы,,1994.0,2,56.4,5.0,23 нояб.,17
2-комнатная квартира · 78.5 м² · 7/9 этаж,41000000,Алматы,,2006.0,2,78.5,7.0,23 нояб.,54
3-комнатная квартира · 79.65 м² · 4/6 этаж,31500000,Алматы,,2024.0,3,79.65,4.0,23 нояб.,1
3-комнатная квартира · 62 м² · 1/4 этаж,38000000,Алматы,,1968.0,3,62.0,1.0,23 нояб.,225
4-комнатная квартира · 74.1 м² · 5/5 этаж,42000000,Алматы,,1968.0,4,74.1,5.0,23 нояб.,223
2-комнатная квартира · 47.45 м² · 1/9 этаж,47000000,Алматы,,2024.0,2,47.45,1.0,23 нояб.,996
4-комнатная квартира · 80 м² · 2/9 этаж,90000000,Алматы,,1994.0,4,80.0,2.0,23 нояб.,1539
3-комнатная квартира · 117 м² · 10/13 этаж,100000000,Алматы,,2020.0,3,117.0,10.0,23 нояб.,174
3-комнатная квартира · 116.3 м² · 6/22 этаж,102500000,Алматы,,2009.0,3,116.3,6.0,23 нояб.,319
1-комнатная квартира · 38.6 м² · 9/13 этаж,28000000,Алматы,,2024.0,1,38.6,9.0,23 нояб.,3791
1-комнатная квартира · 45.1 м² · 8/9 этаж,24990000,Алматы,,2010.0,1,45.1,8.0,24 нояб.,573
3-комнатная квартира · 95 м² · 10/12 этаж,58200000,Алматы,,2024.0,3,95.0,10.0,23 нояб.,377
3-комнатная квартира · 87 м² · 4/5 этаж,54000000,Алматы,,1981.0,3,87.0,4.0,23 нояб.,1515
3-комнатная квартира · 115 м² · 5/6 этаж,105000000,Алматы,,1992.0,3,115.0,5.0,23 нояб.,1581
1-комнатная квартира · 33 м² · 5/5 этаж,31500000,Алматы,,1978.0,1,33.0,5.0,23 нояб.,3381
1-комнатная квартира · 35 м² · 3/3 этаж,18500000,Алматы,,1991.0,1,35.0,3.0,23 нояб.,121
3-комнатная квартира · 114 м² · 3/6 этаж,91000000,Алматы,,2004.0,3,114.0,3.0,23 нояб.,97
1-комнатная квартира · 47 м² · 3/3 этаж,23000000,Алматы,Наурызбайский,2023.0,1,47.0,3.0,24 нояб.,226
2-комнатная квартира · 62 м² · 2/10 этаж,60000000,Алматы,,2024.0,2,62.0,2.0,23 нояб.,159
1-комнатная квартира · 52 м² · 3/6 этаж,21000000,Алматы,Наурызбайский,2022.0,1,52.0,3.0,23 нояб.,228
2-комнатная квартира · 62 м² · 6/9 этаж,40000000,Алматы,,2010.0,2,62.0,6.0,23 нояб.,266
7-комнатная квартира · 212 м²,94999956,Туздыбастау (Калинино),,2024.0,7,212.0,,24 нояб.,11260
3-комнатная квартира · 76.8 м² · 1/5 этаж,47000000,Алматы,,1991.0,3,76.8,1.0,23 нояб.,216
